INVENTORY,SECTOR,SOURCE,YEAR,CONSUMPTION_UNITS,CONSUMPTION,GHG_EMISSIONS,OBJECTID
Government Operations,Buildings & Facilities,Gas,2009,Therms,23165471.1897869,123209.0323,374
Government Operations,Buildings & Facilities,Gas,2010,Therms,18273672.8595686,97191.27016,375
Government Operations,Buildings & Facilities,Gas,2011,Therms,11947782.6133298,78935.31858,376
Government Operations,Buildings & Facilities,Gas,2012,Therms,11880035.6133298,66225.30876,377
Government Operations,Buildings & Facilities,Gas,2013,Therms,14525990.442445,81098.46672,378
Government Operations,Buildings & Facilities,Gas,2014,Therms,15119930.4,81354.62035,379
Government Operations,Buildings & Facilities,Gas,2015,Therms,17747685,94393.72483,380
Government Operations,Buildings & Facilities,Gas,2016,Therms,15874936.924,82115.69,381
Government Operations,Buildings & Facilities,Gas,2017,Therms,15031604,79948,382
Government Operations,Buildings & Facilities,Gas,2018,Therms,16800786,89357.8,383
Government Operations,Buildings & Facilities,Gas,2019,Therms,15710495.1544668,83559,384
Government Operations,Buildings & Facilities,Gas,2020,Therms,10793672.4566452,57408.2,385
Government Operations,Buildings & Facilities,Electricity,2006,kWh,500858748.212121,260099.7064,386
Government Operations,Buildings & Facilities,Electricity,2007,kWh,,,387
Government Operations,Buildings & Facilities,Electricity,2008,kWh,,,388
Government Operations,Buildings & Facilities,Electricity,2009,kWh,447761142.255255,193380.0233,389
Government Operations,Buildings & Facilities,Electricity,2010,kWh,477647798.271909,218074.6844,390
Government Operations,Buildings & Facilities,Electricity,2011,kWh,485021842,221441.3748,391
Government Operations,Buildings & Facilities,Electricity,2012,kWh,522951172.175539,184870.6647,392
Government Operations,Buildings & Facilities,Electricity,2013,kWh,529539418.861887,217757.1311,393
Government Operations,Buildings & Facilities,Electricity,2014,kWh,493365094,199304.4324,394
Government Operations,Buildings & Facilities,Electricity,2015,kWh,556732344,210720.2957,395
Government Operations,Buildings & Facilities,Electricity,2016,kWh,556402494.9,192309.95,396
Government Operations,Buildings & Facilities,Electricity,2017,kWh,526221666,181879,397
Government Operations,Buildings & Facilities,Electricity,2018,kWh,522380881,170554.2,398
Government Operations,Buildings & Facilities,Electricity,2019,kWh,542649199.2,171899,399
Government Operations,Buildings & Facilities,Electricity,2020,kWh,500249313.45,148695.7,400
Government Operations,Water & Wastewater,Process Emissions,2010,Metric Tons,,18075,401
Government Operations,Fleet: On-Road,Gasoline,2014,Gallons,2705944.45,23888.60593,402
Government Operations,Water & Wastewater,Process Emissions,2011,Metric Tons,,17344,403
Government Operations,Water & Wastewater,Process Emissions,2012,Metric Tons,,21351.71609,404
Government Operations,Water & Wastewater,Process Emissions,2013,Metric Tons,,21925.12903,405
Government Operations,Water & Wastewater,Process Emissions,2014,Metric Tons,,24241.14125,406
Government Operations,Fleet: On-Road,Gasoline,2015,Gallons,2825562.71,24943.6121,407
Government Operations,Water & Wastewater,Process Emissions,2015,Metric Tons,,31032.17994,408
Government Operations,Fleet: On-Road,Gasoline,2016,Gallons,2817272.2,24960.6053,409
Government Operations,Water & Wastewater,Process Emissions,2016,Metric Tons,,31422,410
Government Operations,Fleet: On-Road,Gasoline,2017,Gallons,2879633,23037,411
Government Operations,Water & Wastewater,Process Emissions,2017,Metric Tons,,33086.8,412
Government Operations,Fleet: On-Road,Gasoline,2018,Gallons,2982438,26282,413
Government Operations,Water & Wastewater,Process Emissions,2018,Metric Tons,,33065,414
Government Operations,Fleet: On-Road,Gasoline,2019,Gallons,2888735,22954,415
Government Operations,Water & Wastewater,Process Emissions,2019,Metric Tons,,29960.5,416
Government Operations,Fleet: On-Road,Gasoline,2020,Gallons,2158349,19024,417
Government Operations,Water & Wastewater,Process Emissions,2020,Metric Tons,,20183,418
Government Operations,Solid Waste,Landfill,2006,Tons,2685,1176.30387,419
Government Operations,Grid Loss: Water & Wastewater,Electricity,2006,kWh,292514082,9829.756882,420
Government Operations,Solid Waste,Landfill,2007,Tons,,,421
Government Operations,Grid Loss: Water & Wastewater,Electricity,2007,kWh,,,422
Government Operations,Solid Waste,Landfill,2008,Tons,,,423
Government Operations,Grid Loss: Water & Wastewater,Electricity,2008,kWh,,,424
Government Operations,Solid Waste,Landfill,2009,Tons,331.1,217.176602,425
Government Operations,Grid Loss: Water & Wastewater,Electricity,2009,kWh,266186702,6690.746055,426
Government Operations,Solid Waste,Landfill,2010,Tons,336,220.390632,427
Government Operations,Grid Loss: Water & Wastewater,Electricity,2010,kWh,243322646,6465.512975,428
Government Operations,Solid Waste,Landfill,2011,Tons,962,630.999369,429
Government Operations,Grid Loss: Water & Wastewater,Electricity,2011,kWh,230471425,6124.033308,430
Government Operations,Solid Waste,Landfill,2012,Tons,931.75113353,611.321634,431
Government Operations,Grid Loss: Water & Wastewater,Electricity,2012,kWh,254559976.6,9130.75839,432
Government Operations,Solid Waste,Landfill,2013,Tons,952.45151644,624.440124,433
Government Operations,Grid Loss: Water & Wastewater,Electricity,2013,kWh,261075794.7,9364.472898,434
Government Operations,Solid Waste,Landfill,2014,Tons,5555.4,2011.393679,435
Government Operations,Grid Loss: Water & Wastewater,Electricity,2014,kWh,273469830.728966,5144.29334,436
Government Operations,Solid Waste,Landfill,2015,Tons,7948.4,2877.805652,437
Government Operations,Grid Loss: Water & Wastewater,Electricity,2015,kWh,234351392.762195,4408.428915,438
Government Operations,Solid Waste,Landfill,2016,Tons,12089.3,4415.906968,439
Government Operations,Grid Loss: Water & Wastewater,Electricity,2016,kWh,190974277,2963.697643,440
Government Operations,Solid Waste,Landfill,2017,Tons,16016.56,5947,441
Government Operations,Solid Waste,Landfill,2018,Tons,8275,4216,442
Government Operations,Fugitive Emissions,Fugitive Emissions,2012,Metric Tons,,3616,443
Government Operations,Fleet: On-Road,CNG ,2016,GGE,64415.98,29.44088412,444
Government Operations,Grid Loss: Water & Wastewater,Electricity,2017,kWh,199720220,3099,445
Government Operations,Solid Waste,Landfill,2019,Tons,8275,4216,446
Government Operations,Fugitive Emissions,Fugitive Emissions,2013,Metric Tons,,4068,447
Government Operations,Fleet: On-Road,CNG ,2017,GGE,57958,25.431,448
Government Operations,Grid Loss: Water & Wastewater,Electricity,2018,kWh,,3426.1,449
Government Operations,Solid Waste,Landfill,2020,Tons,8275,4216,450
Government Operations,Fugitive Emissions,Fugitive Emissions,2014,Metric Tons,,7259,451
Government Operations,Fleet: On-Road,CNG ,2018,GGE,55618,24,452
Government Operations,Grid Loss: Water & Wastewater,Electricity,2019,kWh,,3382.4,453
Government Operations,Solid Waste,Incineration,2006,Tons,,,454
Government Operations,Fugitive Emissions,Fugitive Emissions,2015,Metric Tons,,8151,455
Government Operations,Fleet: On-Road,CNG ,2019,GGE,49511,22.291,456
Government Operations,Grid Loss: Water & Wastewater,Electricity,2020,kWh,,3430.1,457
Government Operations,Solid Waste,Incineration,2007,Tons,,,458
Government Operations,Fugitive Emissions,Fugitive Emissions,2016,Metric Tons,,7498,459
Government Operations,Fleet: On-Road,CNG ,2020,GGE,32428,14.071,460
Government Operations,Employee Commute,Gasoline,2006,VMT,76754134,32734,461
Government Operations,Solid Waste,Incineration,2008,Tons,,,462
Government Operations,Fugitive Emissions,Fugitive Emissions,2017,Metric Tons,,6930,463
Government Operations,Fleet: On-Road,Diesel,2006,Gallons,2029139.57790698,20631.26,464
Government Operations,Employee Commute,Gasoline,2007,VMT,,,465
Government Operations,Solid Waste,Incineration,2009,Tons,2979.9,1032.86736,466
Government Operations,Fugitive Emissions,Fugitive Emissions,2018,Metric Tons,,7616,467
Government Operations,Fleet: On-Road,Diesel,2007,Gallons,,,468
Government Operations,Employee Commute,Gasoline,2008,VMT,,,469
Government Operations,Solid Waste,Incineration,2010,Tons,3024,1011,470
Government Operations,Fugitive Emissions,Fugitive Emissions,2019,Metric Tons,,7065,471
Government Operations,Fleet: On-Road,Diesel,2008,Gallons,,,472
Government Operations,Employee Commute,Gasoline,2009,VMT,75127148,28705.03295,473
Government Operations,Solid Waste,Incineration,2011,Tons,8658.9,3001,474
Government Operations,Fugitive Emissions,Fugitive Emissions,2020,Metric Tons,,5245,475
Government Operations,Fleet: On-Road,Diesel,2009,Gallons,519852,5314.932047,476
Government Operations,Employee Commute,Gasoline,2010,VMT,74714166,28769.14046,477
Government Operations,Solid Waste,Incineration,2012,Tons,8385.76020179,2906,478
Government Operations,Water & Wastewater,Electricity,2006,kWh,292514082,151904.7579,479
Government Operations,Fleet: On-Road,Diesel,2010,Gallons,1586964,16208.24237,480
Government Operations,Employee Commute,Gasoline,2011,VMT,74440772,32618.17903,481
Government Operations,Solid Waste,Incineration,2013,Tons,8572.06364797,2971,482
Government Operations,Water & Wastewater,Electricity,2007,kWh,,,483
Government Operations,Fleet: On-Road,Diesel,2011,Gallons,1324693.29,13546,484
Government Operations,Employee Commute,Gasoline,2012,VMT,70757535,27364.59296,485
Government Operations,Solid Waste,Incineration,2014,Tons,4648.4,1613.16604,486
Government Operations,Water & Wastewater,Electricity,2008,kWh,,,487
Government Operations,Fleet: On-Road,Diesel,2012,Gallons,773609,7902.91709,488
Government Operations,Employee Commute,Gasoline,2013,VMT,72329530,27972.5424,489
Government Operations,Solid Waste,Incineration,2015,Tons,9057.4,3139.385414,490
Government Operations,Water & Wastewater,Electricity,2009,kWh,266186702,114961.2724,491
Government Operations,Water & Wastewater,Electricity,2010,kWh,243322646,111091.2882,492
Government Operations,Water & Wastewater,Electricity,2011,kWh,230471425,105223.94,493
Government Operations,Water & Wastewater,Electricity,2012,kWh,254559976.6,99572.06516,494
Government Operations,Water & Wastewater,Electricity,2013,kWh,261075794.7,102120.7512,495
Government Operations,Water & Wastewater,Electricity,2014,kWh,273469830.728966,103506.9081,496
Government Operations,Water & Wastewater,Electricity,2015,kWh,234351392.762195,88700.7829,497
Government Operations,Water & Wastewater,Electricity,2016,kWh,190974277,66006.62902,498
Government Operations,Water & Wastewater,Electricity,2017,kWh,199720220,69029,499
Government Operations,Water & Wastewater,Electricity,2018,kWh,215035180,70208,500
Government Operations,Water & Wastewater,Electricity,2019,kWh,209361184.6,66321,501
Government Operations,Water & Wastewater,Electricity,2020,kWh,217728197,64718,502
Government Operations,Water & Wastewater,Natural Gas,2006,Therms,526485.23,2800.190669,503
Government Operations,Water & Wastewater,Natural Gas,2007,Therms,,,504
Government Operations,Water & Wastewater,Natural Gas,2008,Therms,,,505
Government Operations,Water & Wastewater,Natural Gas,2009,Therms,575274.37,3059.683028,506
Government Operations,Water & Wastewater,Natural Gas,2010,Therms,709589.4,3774.057662,507
Government Operations,Water & Wastewater,Natural Gas,2011,Therms,709589,3774.055535,508
Government Operations,Water & Wastewater,Natural Gas,2012,Therms,572791.4,3046.47698,509
Government Operations,Water & Wastewater,Natural Gas,2013,Therms,930667.9,4949.896826,510
Government Operations,Water & Wastewater,Natural Gas,2014,Therms,679337.72281814,3613.159579,511
Government Operations,Water & Wastewater,Natural Gas,2015,Therms,1168915.32207743,6217.051478,512
Government Operations,Water & Wastewater,Natural Gas,2016,Therms,1747826,9296.074755,513
Government Operations,Water & Wastewater,Natural Gas,2017,Therms,893811,4754,514
Government Operations,Water & Wastewater,Natural Gas,2018,Therms,940076,4999.9,515
Government Operations,Water & Wastewater,Natural Gas,2019,Therms,973278.8,5176.5,516
Government Operations,Water & Wastewater,Natural Gas,2020,Therms,951449.55,5060.4,517
Government Operations,Water & Wastewater,Fuel Oil,2006,Metric Tons,,,518
Government Operations,Water & Wastewater,Fuel Oil,2007,Metric Tons,,,519
Government Operations,Water & Wastewater,Fuel Oil,2008,Metric Tons,,,520
Government Operations,Water & Wastewater,Fuel Oil,2009,Metric Tons,,,521
Government Operations,Water & Wastewater,Fuel Oil,2010,Metric Tons,,,522
Government Operations,Water & Wastewater,Fuel Oil,2011,Metric Tons,,,523
Government Operations,Water & Wastewater,Fuel Oil,2012,Metric Tons,,,524
Government Operations,Water & Wastewater,Fuel Oil,2013,Metric Tons,,,525
Government Operations,Water & Wastewater,Fuel Oil,2014,Metric Tons,,,526
Government Operations,Water & Wastewater,Fuel Oil,2015,Metric Tons,,,527
Government Operations,Water & Wastewater,Fuel Oil,2016,Metric Tons,,,528
Government Operations,Water & Wastewater,Fuel Oil,2017,Metric Tons,,33087,529
Government Operations,Water & Wastewater,Fuel Oil,2018,Metric Tons,,33086.8,530
Government Operations,Water & Wastewater,Fuel Oil,2019,Metric Tons,,,531
Government Operations,Water & Wastewater,Fuel Oil,2020,Metric Tons,,0,532
Government Operations,Water & Wastewater,Process Emissions,2006,Metric Tons,,8164.65,533
Government Operations,Water & Wastewater,Process Emissions,2007,Metric Tons,,,534
Government Operations,Water & Wastewater,Process Emissions,2008,Metric Tons,,,535
Government Operations,Water & Wastewater,Process Emissions,2009,Metric Tons,,15356,536
Government Operations,Employee Commute,Gasoline,2014,VMT,74732599,33138,537
Government Operations,Employee Commute,Gasoline,2015,VMT,76126297,33797.1628,538
Government Operations,Employee Commute,Gasoline,2016,VMT,84086186,37144.06535,539
Government Operations,Solid Waste,Incineration,2016,Tons,6908.2,2394.451202,540
Government Operations,Solid Waste,Incineration,2017,Tons,2318.19,803.44,541
Government Operations,Solid Waste,Incineration,2018,Tons,7951,2755.9,542
Government Operations,Employee Commute,Gasoline,2017,VMT,85169708.55,37623,543
Government Operations,Solid Waste,Incineration,2019,Tons,7951,2755.9,544
Government Operations,Solid Waste,Incineration,2020,Tons,7951,2755.9,545
Government Operations,Fleet: On-Road,Diesel,2013,Gallons,520524.53,5318.117749,546
Government Operations,Employee Commute,Gasoline,2018,VMT,82263294,35850,547
Government Operations,Solid Waste,Compost,2006,Tons,,,548
Government Operations,Fleet: On-Road,Diesel,2014,Gallons,326821.88,3337.670679,549
Government Operations,Employee Commute,Gasoline,2019,VMT,83801984,35982,550
Government Operations,Solid Waste,Compost,2007,Tons,,,551
Government Operations,Fleet: On-Road,Diesel,2015,Gallons,276599.88,2825.954681,552
Government Operations,Employee Commute,Gasoline,2020,VMT,42587074.61,17800,553
Government Operations,Solid Waste,Compost,2008,Tons,,,554
Government Operations,Fleet: On-Road,Diesel,2016,Gallons,265532.66,2712.212609,555
Government Operations,Employee Commute,Electricity,2006,VMT,,,556
Government Operations,Solid Waste,Compost,2009,Tons,,,557
Government Operations,Fleet: On-Road,Diesel,2017,Gallons,235430,2404.7,558
Government Operations,Employee Commute,Electricity,2007,VMT,,,559
Government Operations,Solid Waste,Compost,2010,Tons,,,560
Government Operations,Fleet: On-Road,Diesel,2018,Gallons,217808,2224.5,561
Government Operations,Employee Commute,Electricity,2008,VMT,,,562
Government Operations,Solid Waste,Compost,2011,Tons,,,563
Government Operations,Fleet: On-Road,Diesel,2019,Gallons,168494,1721,564
Government Operations,Employee Commute,Electricity,2009,VMT,1417493,463.3906008,565
Government Operations,Solid Waste,Compost,2012,Tons,,,566
Government Operations,Fleet: On-Road,Diesel,2020,Gallons,176276,1800.4,567
Government Operations,Employee Commute,Electricity,2010,VMT,1409701,465.0047035,568
Government Operations,Solid Waste,Compost,2013,Tons,,,569
Government Operations,Fleet: On-Road,Biodiesel,2006,Gallons,,,570
Government Operations,Employee Commute,Electricity,2011,VMT,1491067,557.5887218,571
Government Operations,Solid Waste,Compost,2014,Tons,,,572
Government Operations,Fleet: On-Road,Biodiesel,2007,Gallons,,,573
Government Operations,Employee Commute,Electricity,2012,VMT,1335048,452.8851464,574
Government Operations,Solid Waste,Compost,2015,Tons,,,575
Government Operations,Fleet: On-Road,Biodiesel,2008,Gallons,,,576
Government Operations,Employee Commute,Electricity,2013,VMT,1364708,462.9466374,577
Government Operations,Solid Waste,Compost,2016,Tons,,,578
Government Operations,Fleet: On-Road,Biodiesel,2009,Gallons,,,579
Government Operations,Employee Commute,Electricity,2014,VMT,1496912,596.4208585,580
Government Operations,Solid Waste,Compost,2017,Tons,481,33.491,581
Government Operations,Fleet: On-Road,Biodiesel,2010,Gallons,,,582
Government Operations,Employee Commute,Electricity,2015,VMT,1436345,562.3146081,583
Government Operations,Solid Waste,Compost,2018,Tons,314,22,584
Government Operations,Fleet: On-Road,Biodiesel,2011,Gallons,56854.69,0.65365,585
Government Operations,Employee Commute,Electricity,2016,VMT,1586531,618.2068376,586
Government Operations,Solid Waste,Compost,2019,Tons,314,22,587
Government Operations,Fleet: On-Road,Biodiesel,2012,Gallons,1286965.061,11636.30489,588
Government Operations,Fleet: On-Road,Biodiesel,2013,Gallons,1153932.12,10263.91673,589
Government Operations,Fleet: On-Road,Biodiesel,2014,Gallons,1140892.24,9980.736255,590
Government Operations,Fleet: On-Road,Biodiesel,2015,Gallons,1205676.77,10655.88753,591
Government Operations,Fleet: On-Road,Biodiesel,2016,Gallons,1162382,10252.2938,592
Government Operations,Fleet: On-Road,Biodiesel,2017,Gallons,1062814,9284.8,593
Government Operations,Fleet: On-Road,Biodiesel,2018,Gallons,1068017,9327,594
Government Operations,Fleet: On-Road,Biodiesel,2019,Gallons,949633,8201.6,595
Government Operations,Fleet: On-Road,Biodiesel,2020,Gallons,850887,7482.2,596
Government Operations,Fleet: On-Road,Ethanol,2006,Gallons,78736.3,118.37,597
Government Operations,Fleet: On-Road,Ethanol,2007,Gallons,,,598
Government Operations,Fleet: On-Road,Ethanol,2008,Gallons,,,599
Government Operations,Fleet: On-Road,Ethanol,2009,Gallons,103521,181.4755419,600
Government Operations,Fleet: On-Road,Ethanol,2010,Gallons,116642,204.2430017,601
Government Operations,Fleet: On-Road,Ethanol,2011,Gallons,72232.07,126.6266198,602
Government Operations,Fleet: On-Road,Ethanol,2012,Gallons,235240.213,364.679408,603
Government Operations,Fleet: On-Road,Ethanol,2013,Gallons,363372.59,558.3855367,604
Government Operations,Fleet: On-Road,Ethanol,2014,Gallons,369825.34,544.6853849,605
Government Operations,Fleet: On-Road,Ethanol,2015,Gallons,346241.54,505.9205078,606
Government Operations,Fleet: On-Road,Ethanol,2016,Gallons,319049.4,476.9081991,607
Government Operations,Fleet: On-Road,Ethanol,2017,Gallons,285297,426.28,608
Government Operations,Fleet: On-Road,Ethanol,2018,Gallons,282458,421,609
Government Operations,Fleet: On-Road,Ethanol,2019,Gallons,273953,407.91,610
Government Operations,Fleet: On-Road,Ethanol,2020,Gallons,203401.18,302.32,611
Government Operations,Fleet: On-Road,Gasoline,2006,Gallons,2296050,20539.4,612
Government Operations,Fleet: On-Road,Gasoline,2007,Gallons,,,613
Government Operations,Fleet: On-Road,Gasoline,2008,Gallons,,,614
Government Operations,Fleet: On-Road,Gasoline,2009,Gallons,2475764,22052.68656,615
Government Operations,Fleet: On-Road,Gasoline,2010,Gallons,2375515.014,21453.41451,616
Government Operations,Fleet: On-Road,Gasoline,2011,Gallons,2622572.81,23711.27316,617
Government Operations,Fleet: On-Road,Gasoline,2012,Gallons,2453418.546,21678.16602,618
Government Operations,Fleet: On-Road,Gasoline,2013,Gallons,2564760.16,22665.27838,619
Government Operations,Employee Commute,Electricity,2017,VMT,1606975.63,626.17,620
Government Operations,Solid Waste,Compost,2020,Tons,314,22,621
Government Operations,Employee Commute,Electricity,2018,VMT,1552138,780,622
Government Operations,Fugitive Emissions,Fugitive Emissions,2006,Metric Tons,,5422,623
Government Operations,Employee Commute,Electricity,2019,VMT,1581170,783.44,624
Government Operations,Fugitive Emissions,Fugitive Emissions,2007,Metric Tons,,,625
Government Operations,Employee Commute,Electricity,2020,VMT,803529.71,298.38,626
Government Operations,Fugitive Emissions,Fugitive Emissions,2008,Metric Tons,,,627
Government Operations,Fugitive Emissions,Fugitive Emissions,2009,Metric Tons,,4971,628
Government Operations,Fugitive Emissions,Fugitive Emissions,2010,Metric Tons,,4132,629
Government Operations,Fugitive Emissions,Fugitive Emissions,2011,Metric Tons,,3015,630
